categories_list,FinanceSub,CapitalSub,ProcurementSub,LegalSub,ManufacturingSub,MarketingSub,MentoringSub,NetworkingSub,PlanningSub,RDSub,RegulatorySub,SpaceSub,HRSub,industries_list,communities_list
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Government Requirements,Insurance Requirements,Patent, Trademark, & Copyright Information,Registration, Licenses, & Permits","","Bid Matching and Preparation,Competitive Analysis,Feasibility Studies,Graphic Design,HUBZone Certification,Networking/Exploring Exporting,Obtaining Government Contracts,Subcontracting Opportunities,Trade Education and Training","Formal Mentoring Programs,Peer Mentoring","Demographically Based,Industry Specific,Networking/Exploring Exporting,Small Business/General","","","","","","Arts,Biosciences Services and Manufacturing,Health & Childcare,Transportation & Warehousing,Wholesale","African American,Native American,Other,NOT TARGETED"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Registration, Licenses, & Permits","","HUBZone Certification,International Trade Training,Market Plan Development and Training,Networking/Exploring Exporting,Subcontracting Opportunities,Website Development",One-to-One Counseling,"","","","","","","Information Technology,Management,Personal Services,Professional Services,Transportation & Warehousing,Wholesale","Asian,Immigrant,Native American"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","",Lease Review,"","Call Center Services,Feasibility Studies,Graphic Design,HUBZone Certification,Identification/Research of Foreign Markets,Import/Export Certification and Licensing,International Trade Training,Obtaining Government Contracts","","Geographically Based,Networking/Exploring Exporting","","","","","","Health & Childcare,Manufacturing,Other Services,Personal Services,Professional Services","African American,Hispanic,LGBTQ,Veteran"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Contract Review,Environmental Compliance,Government Requirements,International Regulatory Compliance,Tax Credits","","Call Center Services,E-Commerce/Internet Marketing,Graphic Design,HUBZone Certification,Locating Foreign Distributors,Trade Education and Training",One-to-One Counseling,Networking/Exploring Exporting,"","","","","","Agriculture,Construction,Fiance & Insurance,Manufacturing,Not for Profit,Personal Services,Professional Services,Real Estate,Retail,Tourism,Wholesale",Asian
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Environmental Compliance,Forming a Business,Government Requirements,Lease Review,Registration, Licenses, & Permits","","Call Center Services,International Trade Training,Obtaining Government Contracts,Student Research/Marketing Projects","Formal Mentoring Programs,One-to-One Counseling","Geographically Based,Industry Specific","","","","","","Arts,Biosciences Services and Manufacturing,Fiance & Insurance,Health & Childcare,Personal Services,Restaurant & Hotel,Retail,Tourism","Hispanic,Immigrant,Native American,Other,Veteran,Ex-Convict,NOT TARGETED"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","International Regulatory Compliance,State and Federal Tax Training and Registration,Tax Credits","","Feasibility Studies,Graphic Design,Import/Export Certification and Licensing,Trade Education and Training",One-to-One Counseling,"Demographically Based,Geographically Based,Industry Specific,Networking/Exploring Exporting","","","","","","Education,Management,Personal Services,Restaurant & Hotel,Tourism,Wholesale","African American,Hispanic,Immigrant,Native American,Other,Woman,Ex-Convict,NOT TARGETED"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Environmental Compliance,Patent, Trademark, & Copyright Information,Registration, Licenses, & Permits","","Call Center Services,Graphic Design,Identification/Research of Foreign Markets,Import/Export Certification and Licensing,Obtaining Corporate Contracts,Subcontracting Opportunities,Website Development",Formal Mentoring Programs,"Demographically Based,Geographically Based,Industry Specific","","","","","","Arts,Biosciences Services and Manufacturing,Not for Profit,Other Services,Professional Services,Retail,Transportation & Warehousing,Wholesale","Immigrant,Native American"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Contract Review,Environmental Compliance,Forming a Business,Insurance Requirements,Patent, Trademark, & Copyright Information","","E-Commerce/Internet Marketing,HUBZone Certification,Locating Foreign Distributors,Market Plan Development and Training,Market Research,Obtaining Corporate Contracts,Student Research/Marketing Projects,Trade Education and Training,Website Development","","Geographically Based,Industry Specific,Small Business/General","","","","","","Construction,Energy & Utilities,Fiance & Insurance,Management,Other Services,Wholesale","Asian,Native American,Other,Veteran"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Patent, Trademark, & Copyright Information","","Feasibility Studies,Graphic Design,Import/Export Certification and Licensing,International Trade Training,Market Plan Development and Training,Website Development",One-to-One Counseling,"","","","","","","Arts,Health & Childcare,Real Estate,Restaurant & Hotel","Asian,Hispanic,Ex-Convict"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Environmental Compliance,Forming a Business,Government Requirements,International Regulatory Compliance,Lease Review,Patent, Trademark, & Copyright Information,State and Federal Tax Training and Registration,Tax Credits","","Call Center Services,E-Commerce/Internet Marketing,HUBZone Certification,Identification/Research of Foreign Markets,Import/Export Certification and Licensing,Networking/Exploring Exporting,Obtaining Government Contracts,Selling to Foreign Governments and Businesses",One-to-One Counseling,"Demographically Based,Geographically Based,Industry Specific,Small Business/General","","","","","","Agriculture,Biosciences Services and Manufacturing,Construction,Fiance & Insurance,Not for Profit,Real Estate,Transportation & Warehousing","Asian,Immigrant,Native American,Other,Woman,Ex-Convict"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Environmental Compliance,Forming a Business,Insurance Requirements","","E-Commerce/Internet Marketing,Graphic Design,Identification/Research of Foreign Markets,Import/Export Certification and Licensing,Networking/Exploring Exporting,Obtaining Government Contracts,Selling to Foreign Governments and Businesses,Trade Education and Training,Website Development",One-to-One Counseling,"Demographically Based,Geographically Based","","","","","","Arts,Biosciences Services and Manufacturing,Construction,High Tech Services & Manufacturing,Information Technology,Manufacturing,Other Services,Personal Services,Professional Services,Real Estate,Retail,Wholesale","Asian,Immigrant,Veteran,Woman,NOT TARGETED"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Environmental Compliance,Insurance Requirements,Lease Review","","E-Commerce/Internet Marketing,Graphic Design,Market Plan Development and Training,Market Research,Networking/Exploring Exporting,Obtaining Government Contracts,Selling to Foreign Governments and Businesses","Formal Mentoring Programs,Peer Mentoring",Small Business/General,"","","","","","Energy & Utilities,Fiance & Insurance,High Tech Services & Manufacturing,Information Technology,Manufacturing,Personal Services,Real Estate,Tourism,Transportation & Warehousing","LGBTQ,NOT TARGETED"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Contract Review,Environmental Compliance,Lease Review,Patent, Trademark, & Copyright Information,Tax Credits","","Bid Matching and Preparation,Call Center Services,Import/Export Certification and Licensing,Locating Foreign Distributors,Market Research,Obtaining Government Contracts","One-to-One Counseling,Peer Mentoring","Demographically Based,Industry Specific,Networking/Exploring Exporting,Small Business/General","","","","","","Agriculture,Manufacturing,Personal Services,Tourism","African American,Immigrant,Veteran,Woman"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Contract Review,Forming a Business,Registration, Licenses, & Permits,Tax Credits","","Call Center Services,International Trade Training,Market Research,Subcontracting Opportunities,Website Development","Formal Mentoring Programs,One-to-One Counseling","Geographically Based,Industry Specific","","","","","","High Tech Services & Manufacturing,Not for Profit,Transportation & Warehousing,Wholesale","Asian,Immigrant,Native American"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Environmental Compliance,Government Requirements,Lease Review,Registration, Licenses, & Permits","","E-Commerce/Internet Marketing,Feasibility Studies,Graphic Design,Identification/Research of Foreign Markets,Import/Export Certification and Licensing,Market Plan Development and Training,Obtaining Government Contracts,Subcontracting Opportunities,Trade Education and Training",Peer Mentoring,"Industry Specific,Networking/Exploring Exporting","","","","","","Construction,Information Technology,Professional Services,Retail","Asian,Immigrant,Native American,Other,NOT TARGETED"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Contract Review,Forming a Business,Registration, Licenses, & Permits,Tax Credits","","E-Commerce/Internet Marketing,Networking/Exploring Exporting,Obtaining Corporate Contracts,Student Research/Marketing Projects,Website Development",Peer Mentoring,Networking/Exploring Exporting,"","","","","","Biosciences Services and Manufacturing,Manufacturing,Personal Services,Professional Services,Real Estate,Transportation & Warehousing","Immigrant,Other,Woman,NOT TARGETED"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Contract Review,International Regulatory Compliance,Registration, Licenses, & Permits","","Call Center Services,Feasibility Studies,International Trade Training,Market Research,Obtaining Government Contracts,Selling to Foreign Governments and Businesses,Website Development","","Networking/Exploring Exporting,Small Business/General","","","","","","Agriculture,Arts,Energy & Utilities,Fiance & Insurance,Not for Profit,Professional Services,Real Estate,Retail,Tourism,Transportation & Warehousing","Asian,Other,NOT TARGETED"
